customer_segment,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Loyal Customer,Large Malls / Complexes,Salesperson,Countdown to Savings,430252.93,155,2775.83,509.66,4918.48
Loyal Customer,Large Malls / Complexes,Salesperson,Customer Appreciation Week,413855.83,152,2722.74,559.69,4988.67
Loyal Customer,Large Malls / Complexes,Salesperson,Cyber Monday Mania,511612.02,187,2735.89,506.44,4999.50
Loyal Customer,Large Malls / Complexes,Salesperson,Deal of the Month,407698.18,147,2773.46,503.70,4986.57
Loyal Customer,Large Malls / Complexes,Salesperson,Double Points Bonanza,388952.55,151,2575.84,508.58,4994.58
Loyal Customer,Large Malls / Complexes,Salesperson,Early Bird Specials,396982.81,148,2682.32,546.78,4906.63
Loyal Customer,Large Malls / Complexes,Salesperson,End of Season Sale,405385.62,143,2834.86,503.57,4991.36
Loyal Customer,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,488869.06,179,2731.11,521.53,4970.10
Loyal Customer,Large Malls / Complexes,Salesperson,Festive Fever Promo,451273.40,167,2702.24,516.93,4919.48
Loyal Customer,Large Malls / Complexes,Salesperson,Final Call Frenzy,495204.72,175,2829.74,528.94,4962.27
Loyal Customer,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,439388.08,155,2834.76,538.99,4980.53
Loyal Customer,Large Malls / Complexes,Salesperson,"Gift More, Spend Less",426003.76,160,2662.52,502.35,4989.34
Loyal Customer,Large Malls / Complexes,Salesperson,Golden Hour Bargains,532671.06,175,3043.83,506.18,4993.31
Loyal Customer,Large Malls / Complexes,Salesperson,Green Weekend Deals,436904.53,154,2837.04,513.98,4975.50
Loyal Customer,Large Malls / Complexes,Salesperson,Happy Hour Discounts,427999.09,160,2674.99,516.34,4933.42
Loyal Customer,Large Malls / Complexes,Salesperson,Holiday Shopping Rush,453178.59,170,2665.76,527.04,4958.99
Loyal Customer,Large Malls / Complexes,Salesperson,Hot Picks Promo,407098.71,148,2750.67,505.53,4978.45
Loyal Customer,Large Malls / Complexes,Salesperson,Instant Gratification Sale,454925.30,154,2954.06,514.40,4953.97
Loyal Customer,Large Malls / Complexes,Salesperson,Limited Time Treasures,449696.27,164,2742.05,515.91,4994.63
Loyal Customer,Large Malls / Complexes,Salesperson,Loyalty Rewards Blast,488217.14,173,2822.06,580.29,4979.63
Loyal Customer,Large Malls / Complexes,Salesperson,Mega Weekend Bonanza,508827.43,178,2858.58,505.20,4948.76
Loyal Customer,Large Malls / Complexes,Salesperson,Mid-Year Madness,431131.83,157,2746.06,526.46,4995.47
Loyal Customer,Large Malls / Complexes,Salesperson,Midnight Madness,485669.29,172,2823.66,515.18,4999.83
Loyal Customer,Large Malls / Complexes,Salesperson,Mystery Discount Days,449890.19,165,2726.61,512.88,4984.97
Loyal Customer,Large Malls / Complexes,Salesperson,New Arrival Showcase,433343.41,153,2832.31,518.75,4986.32
Loyal Customer,Large Malls / Complexes,Salesperson,New Product Launch Promo,488768.14,190,2572.46,520.95,4962.22
Loyal Customer,Large Malls / Complexes,Salesperson,New Year Kickoff,434018.36,162,2679.13,540.21,4897.57
Loyal Customer,Large Malls / Complexes,Salesperson,Price Drop Parade,440337.76,158,2786.95,511.87,4968.33
Loyal Customer,Large Malls / Complexes,Salesperson,Red Tag Clearance,421904.68,156,2704.52,514.99,4990.77
Loyal Customer,Large Malls / Complexes,Salesperson,Seasonal Surprise Box,421629.89,157,2685.54,501.63,4996.71
Loyal Customer,Large Malls / Complexes,Salesperson,Shop & Save Spectacular,455902.61,163,2796.95,502.74,4973.61
Loyal Customer,Large Malls / Complexes,Salesperson,Smart Shopper Week,442127.91,161,2746.14,544.34,4945.99
Loyal Customer,Large Malls / Complexes,Salesperson,Spring Refresh Event,470938.74,162,2907.03,521.71,4998.88
Loyal Customer,Large Malls / Complexes,Salesperson,Spring Splash Discounts,537716.11,189,2845.06,519.32,4974.54
Loyal Customer,Large Malls / Complexes,Salesperson,Summer Sizzle Promo,481357.27,171,2814.95,508.62,4968.27
Loyal Customer,Large Malls / Complexes,Salesperson,Super Savings Week,430081.50,152,2829.48,510.14,4990.35
Loyal Customer,Large Malls / Complexes,Salesperson,Ultimate Value Event,463888.33,161,2881.29,517.44,4964.32
Loyal Customer,Large Malls / Complexes,Salesperson,VIP Access Sale,520651.65,187,2784.23,507.72,4999.97
Loyal Customer,Large Malls / Complexes,Salesperson,Weekend Warrior Specials,496433.05,178,2788.95,532.14,4993.66
Loyal Customer,Large Malls / Complexes,Salesperson,Winter Clearance Carnival,483483.89,163,2966.16,529.13,4991.69
Loyal Customer,Large Malls / Complexes,Salesperson,Winter Wonders Sale,431691.29,161,2681.31,500.27,4997.81
Loyal Customer,Large Malls / Complexes,Senior Salesperson,12 Days of Deals,395872.00,145,2730.15,520.16,4992.13
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Autumn Deals Drive,423188.77,146,2898.55,514.57,4974.43
Loyal Customer,Large Malls / Complexes,Senior Salesperson,BOGO Blitz,395288.53,140,2823.49,504.25,4989.26
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Back to School Boost,381717.16,147,2596.72,537.41,4976.61
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Birthday Bash Sale,402447.71,151,2665.22,534.09,4903.19
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Black Friday Blowout,408477.26,146,2797.79,529.23,4951.39
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Cart Crasher Campaign,358914.47,126,2848.53,524.51,4998.01
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Cashback Carnival,386027.59,141,2737.78,528.26,4988.77
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Clearance Countdown,377142.81,144,2619.05,542.46,4989.38
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Countdown to Savings,357891.35,139,2574.76,519.80,4929.75
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Customer Appreciation Week,434979.05,156,2788.33,525.83,4954.38
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Cyber Monday Mania,388229.27,138,2813.26,501.43,4983.66
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Deal of the Month,429113.07,160,2681.96,518.45,4985.37
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Double Points Bonanza,421346.30,142,2967.23,502.33,4996.95
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Early Bird Specials,352447.57,135,2610.72,585.59,4989.56
Loyal Customer,Large Malls / Complexes,Senior Salesperson,End of Season Sale,385949.32,135,2858.88,511.75,4928.93
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Exclusive Insider Offers,368357.45,132,2790.59,518.81,4934.14
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Festive Fever Promo,389232.23,144,2703.00,529.96,4789.47
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Final Call Frenzy,339072.98,130,2608.25,632.29,4950.32
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Flash Frenzy Friday,417930.24,151,2767.75,512.53,4995.53
Loyal Customer,Large Malls / Complexes,Senior Salesperson,"Gift More, Spend Less",357736.52,127,2816.82,532.76,4985.21
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Golden Hour Bargains,431663.14,147,2936.48,513.18,4847.12
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Green Weekend Deals,385907.28,153,2522.27,503.96,4873.93
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Happy Hour Discounts,420747.70,157,2679.92,555.07,4989.58
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Holiday Shopping Rush,425676.32,156,2728.69,558.99,4996.42
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Hot Picks Promo,435473.95,154,2827.75,501.49,4999.96
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Instant Gratification Sale,315653.76,122,2587.33,548.38,4995.76
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Limited Time Treasures,438615.71,157,2793.73,559.73,4982.10
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Loyalty Rewards Blast,383989.54,136,2823.45,501.80,4941.01
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Mega Weekend Bonanza,457850.11,159,2879.56,542.91,4996.49
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Mid-Year Madness,395565.82,137,2887.34,500.32,4965.92
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Midnight Madness,338023.80,126,2682.73,522.91,4994.22
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Mystery Discount Days,440203.71,156,2821.82,594.16,4974.10
Loyal Customer,Large Malls / Complexes,Senior Salesperson,New Arrival Showcase,458014.72,158,2898.83,516.14,4957.59
Loyal Customer,Large Malls / Complexes,Senior Salesperson,New Product Launch Promo,368059.76,138,2667.10,567.05,4989.80
Loyal Customer,Large Malls / Complexes,Senior Salesperson,New Year Kickoff,405442.00,147,2758.11,526.94,4921.39
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Price Drop Parade,374016.03,133,2812.15,561.28,4959.85
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Red Tag Clearance,341183.23,130,2624.49,505.74,4990.05
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Seasonal Surprise Box,446364.04,164,2721.73,507.59,4970.61
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Shop & Save Spectacular,414752.09,149,2783.57,501.58,4956.96
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Smart Shopper Week,410848.66,146,2814.03,519.54,4902.55
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Spring Refresh Event,395840.29,143,2768.11,525.59,4997.33
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Spring Splash Discounts,439655.39,162,2713.92,515.99,4946.25
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Summer Sizzle Promo,449389.44,166,2707.17,508.43,4988.04
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Super Savings Week,407613.30,149,2735.66,523.93,4986.46
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Ultimate Value Event,345416.04,126,2741.40,527.81,4958.12
Loyal Customer,Large Malls / Complexes,Senior Salesperson,VIP Access Sale,424845.53,162,2622.50,523.97,4958.50
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Weekend Warrior Specials,376861.55,136,2771.04,568.76,4977.18
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Winter Clearance Carnival,440557.12,162,2719.49,519.60,4991.60
Loyal Customer,Large Malls / Complexes,Senior Salesperson,Winter Wonders Sale,410257.50,153,2681.42,535.31,4955.97
Loyal Customer,Small Stores / Shops,Manager,12 Days of Deals,454714.11,170,2674.79,507.87,4993.15
Loyal Customer,Small Stores / Shops,Manager,Autumn Deals Drive,517602.33,198,2614.15,523.84,4994.25
Loyal Customer,Small Stores / Shops,Manager,BOGO Blitz,619803.19,210,2951.44,506.08,4998.43
Loyal Customer,Small Stores / Shops,Manager,Back to School Boost,478834.89,180,2660.19,528.82,4990.27
Loyal Customer,Small Stores / Shops,Manager,Birthday Bash Sale,494182.20,185,2671.26,500.93,4917.93
Loyal Customer,Small Stores / Shops,Manager,Black Friday Blowout,405458.72,156,2599.09,536.84,4956.42
Loyal Customer,Small Stores / Shops,Manager,Cart Crasher Campaign,460195.29,173,2660.09,523.17,4969.32
Loyal Customer,Small Stores / Shops,Manager,Cashback Carnival,426247.46,151,2822.83,533.71,4923.33
Loyal Customer,Small Stores / Shops,Manager,Clearance Countdown,444978.72,181,2458.45,500.08,4981.27
Loyal Customer,Small Stores / Shops,Manager,Countdown to Savings,587439.90,209,2810.72,545.45,4979.44
Loyal Customer,Small Stores / Shops,Manager,Customer Appreciation Week,478024.08,170,2811.91,524.58,4974.82
Loyal Customer,Small Stores / Shops,Manager,Cyber Monday Mania,436448.61,164,2661.27,527.71,4992.84
Loyal Customer,Small Stores / Shops,Manager,Deal of the Month,373665.77,143,2613.05,522.64,4944.67
Loyal Customer,Small Stores / Shops,Manager,Double Points Bonanza,452727.98,178,2543.42,512.55,4940.88
Loyal Customer,Small Stores / Shops,Manager,Early Bird Specials,496346.61,187,2654.26,522.30,4950.16
Loyal Customer,Small Stores / Shops,Manager,End of Season Sale,472547.57,163,2899.06,500.37,4993.60
Loyal Customer,Small Stores / Shops,Manager,Exclusive Insider Offers,451824.91,160,2823.91,537.01,4992.49
Loyal Customer,Small Stores / Shops,Manager,Festive Fever Promo,457090.96,172,2657.51,526.12,4928.98
Loyal Customer,Small Stores / Shops,Manager,Final Call Frenzy,449468.03,172,2613.19,501.47,4987.28
Loyal Customer,Small Stores / Shops,Manager,Flash Frenzy Friday,468917.99,167,2807.89,504.44,4961.78
Loyal Customer,Small Stores / Shops,Manager,"Gift More, Spend Less",448779.22,166,2703.49,510.76,4995.93
Loyal Customer,Small Stores / Shops,Manager,Golden Hour Bargains,421288.71,154,2735.64,555.88,4894.61
Loyal Customer,Small Stores / Shops,Manager,Green Weekend Deals,379491.31,147,2581.57,522.76,4995.36
Loyal Customer,Small Stores / Shops,Manager,Happy Hour Discounts,434342.81,170,2554.96,542.86,4915.92
Loyal Customer,Small Stores / Shops,Manager,Holiday Shopping Rush,402854.86,143,2817.17,536.37,4996.20
Loyal Customer,Small Stores / Shops,Manager,Hot Picks Promo,500227.85,189,2646.71,502.22,4997.69
Loyal Customer,Small Stores / Shops,Manager,Instant Gratification Sale,515578.67,186,2771.93,528.53,4994.91
Loyal Customer,Small Stores / Shops,Manager,Limited Time Treasures,442485.68,162,2731.39,562.01,4851.17
Loyal Customer,Small Stores / Shops,Manager,Loyalty Rewards Blast,538137.49,191,2817.47,523.69,4994.77
Loyal Customer,Small Stores / Shops,Manager,Mega Weekend Bonanza,421762.99,157,2686.39,517.92,4982.24
Loyal Customer,Small Stores / Shops,Manager,Mid-Year Madness,467188.50,172,2716.21,561.26,4959.65
Loyal Customer,Small Stores / Shops,Manager,Midnight Madness,512143.70,188,2724.17,561.99,4995.53
Loyal Customer,Small Stores / Shops,Manager,Mystery Discount Days,552888.09,191,2894.70,537.08,4990.54
Loyal Customer,Small Stores / Shops,Manager,New Arrival Showcase,520040.73,177,2938.08,523.34,4996.94
Loyal Customer,Small Stores / Shops,Manager,New Product Launch Promo,488606.77,170,2874.16,560.38,4998.56
Loyal Customer,Small Stores / Shops,Manager,New Year Kickoff,429604.03,155,2771.64,522.97,4900.99
Loyal Customer,Small Stores / Shops,Manager,Price Drop Parade,483615.30,171,2828.16,500.50,4946.37
Loyal Customer,Small Stores / Shops,Manager,Red Tag Clearance,493820.43,173,2854.45,589.57,4991.35
Loyal Customer,Small Stores / Shops,Manager,Seasonal Surprise Box,441418.48,167,2643.22,501.30,4928.83
Loyal Customer,Small Stores / Shops,Manager,Shop & Save Spectacular,484047.71,179,2704.18,507.87,4920.88
Loyal Customer,Small Stores / Shops,Manager,Smart Shopper Week,458206.85,168,2727.42,516.12,4987.67
Loyal Customer,Small Stores / Shops,Manager,Spring Refresh Event,410501.48,151,2718.55,509.43,4997.36
Loyal Customer,Small Stores / Shops,Manager,Spring Splash Discounts,425218.06,158,2691.25,510.27,4999.83
Loyal Customer,Small Stores / Shops,Manager,Summer Sizzle Promo,521808.32,184,2835.91,504.80,4944.37
Loyal Customer,Small Stores / Shops,Manager,Super Savings Week,488934.99,181,2701.30,534.93,4982.95
Loyal Customer,Small Stores / Shops,Manager,Ultimate Value Event,523385.19,182,2875.74,603.32,4999.80
Loyal Customer,Small Stores / Shops,Manager,VIP Access Sale,486716.10,174,2797.22,520.38,4975.04
Loyal Customer,Small Stores / Shops,Manager,Weekend Warrior Specials,420732.41,154,2732.03,517.98,4966.51
Loyal Customer,Small Stores / Shops,Manager,Winter Clearance Carnival,396300.06,150,2642.00,517.16,4980.63
Loyal Customer,Small Stores / Shops,Manager,Winter Wonders Sale,459487.33,168,2735.04,531.71,4993.15
Loyal Customer,Small Stores / Shops,Sales Associate,12 Days of Deals,463388.72,166,2791.50,512.19,4983.63
Loyal Customer,Small Stores / Shops,Sales Associate,Autumn Deals Drive,474876.47,172,2760.91,534.21,4958.56
Loyal Customer,Small Stores / Shops,Sales Associate,BOGO Blitz,403462.96,146,2763.44,511.61,4912.48
Loyal Customer,Small Stores / Shops,Sales Associate,Back to School Boost,472893.54,180,2627.19,546.22,4971.31
Loyal Customer,Small Stores / Shops,Sales Associate,Birthday Bash Sale,431995.21,157,2751.56,500.58,4998.00
Loyal Customer,Small Stores / Shops,Sales Associate,Black Friday Blowout,467780.53,169,2767.93,575.00,4980.78
Loyal Customer,Small Stores / Shops,Sales Associate,Cart Crasher Campaign,444952.90,159,2798.45,508.56,4979.53
Loyal Customer,Small Stores / Shops,Sales Associate,Cashback Carnival,491814.27,180,2732.30,521.24,4990.25
Loyal Customer,Small Stores / Shops,Sales Associate,Clearance Countdown,499011.56,176,2835.29,525.75,4987.53
Loyal Customer,Small Stores / Shops,Sales Associate,Countdown to Savings,471052.24,172,2738.68,508.05,4996.57
Loyal Customer,Small Stores / Shops,Sales Associate,Customer Appreciation Week,482338.60,169,2854.07,508.42,4984.83
Loyal Customer,Small Stores / Shops,Sales Associate,Cyber Monday Mania,499185.59,179,2788.75,585.24,4984.72
Loyal Customer,Small Stores / Shops,Sales Associate,Deal of the Month,495628.08,180,2753.49,500.38,4972.81
Loyal Customer,Small Stores / Shops,Sales Associate,Double Points Bonanza,514570.43,193,2666.17,525.55,4998.97
Loyal Customer,Small Stores / Shops,Sales Associate,Early Bird Specials,484637.99,167,2902.02,503.37,4982.76
Loyal Customer,Small Stores / Shops,Sales Associate,End of Season Sale,528188.98,180,2934.38,504.34,4981.62
Loyal Customer,Small Stores / Shops,Sales Associate,Exclusive Insider Offers,527044.91,194,2716.73,507.26,4997.63
Loyal Customer,Small Stores / Shops,Sales Associate,Festive Fever Promo,530202.55,187,2835.31,506.65,4952.54
Loyal Customer,Small Stores / Shops,Sales Associate,Final Call Frenzy,467673.49,168,2783.77,520.87,4969.68
Loyal Customer,Small Stores / Shops,Sales Associate,Flash Frenzy Friday,422522.93,158,2674.20,535.90,4989.81
Loyal Customer,Small Stores / Shops,Sales Associate,"Gift More, Spend Less",552794.42,189,2924.84,506.16,4997.34
Loyal Customer,Small Stores / Shops,Sales Associate,Golden Hour Bargains,475898.28,178,2673.59,504.86,4977.06
Loyal Customer,Small Stores / Shops,Sales Associate,Green Weekend Deals,443197.32,170,2607.04,543.04,4974.03
Loyal Customer,Small Stores / Shops,Sales Associate,Happy Hour Discounts,504235.95,185,2725.60,501.29,4996.65
Loyal Customer,Small Stores / Shops,Sales Associate,Holiday Shopping Rush,538980.11,189,2851.75,540.09,4986.64
Loyal Customer,Small Stores / Shops,Sales Associate,Hot Picks Promo,490801.34,178,2757.31,510.77,4994.52
Loyal Customer,Small Stores / Shops,Sales Associate,Instant Gratification Sale,459918.49,163,2821.59,506.86,4962.05
Loyal Customer,Small Stores / Shops,Sales Associate,Limited Time Treasures,487237.00,174,2800.21,563.72,4967.37
